Participant_ID,L1_L2,area,time_period,Fp1-Average_suffix_stressed_mismatch,Fp1-Average_suffix_stressed_match,Fp1-Average_suffix_unstressed_mismatch,Fp1-Average_suffix_unstressed_match,F3-Average_suffix_stressed_mismatch,F3-Average_suffix_stressed_match,F3-Average_suffix_unstressed_mismatch,F3-Average_suffix_unstressed_match,F7-Average_suffix_stressed_mismatch,F7-Average_suffix_stressed_match,F7-Average_suffix_unstressed_mismatch,F7-Average_suffix_unstressed_match,FT9-Average_suffix_stressed_mismatch,FT9-Average_suffix_stressed_match,FT9-Average_suffix_unstressed_mismatch,FT9-Average_suffix_unstressed_match,FC5-Average_suffix_stressed_mismatch,FC5-Average_suffix_stressed_match,FC5-Average_suffix_unstressed_mismatch,FC5-Average_suffix_unstressed_match,FC1-Average_suffix_stressed_mismatch,FC1-Average_suffix_stressed_match,FC1-Average_suffix_unstressed_mismatch,FC1-Average_suffix_unstressed_match,C3-Average_suffix_stressed_mismatch,C3-Average_suffix_stressed_match,C3-Average_suffix_unstressed_mismatch,C3-Average_suffix_unstressed_match,T7-Average_suffix_stressed_mismatch,T7-Average_suffix_stressed_match,T7-Average_suffix_unstressed_mismatch,T7-Average_suffix_unstressed_match,TP9-Average_suffix_stressed_mismatch,TP9-Average_suffix_stressed_match,TP9-Average_suffix_unstressed_mismatch,TP9-Average_suffix_unstressed_match,CP5-Average_suffix_stressed_mismatch,CP5-Average_suffix_stressed_match,CP5-Average_suffix_unstressed_mismatch,CP5-Average_suffix_unstressed_match,CP1-Average_suffix_stressed_mismatch,CP1-Average_suffix_stressed_match,CP1-Average_suffix_unstressed_mismatch,CP1-Average_suffix_unstressed_match,Pz-Average_suffix_stressed_mismatch,Pz-Average_suffix_stressed_match,Pz-Average_suffix_unstressed_mismatch,Pz-Average_suffix_unstressed_match,P3-Average_suffix_stressed_mismatch,P3-Average_suffix_stressed_match,P3-Average_suffix_unstressed_mismatch,P3-Average_suffix_unstressed_match,P7-Average_suffix_stressed_mismatch,P7-Average_suffix_stressed_match,P7-Average_suffix_unstressed_mismatch,P7-Average_suffix_unstressed_match,O1-Average_suffix_stressed_mismatch,O1-Average_suffix_stressed_match,O1-Average_suffix_unstressed_mismatch,O1-Average_suffix_unstressed_match,Oz-Average_suffix_stressed_mismatch,Oz-Average_suffix_stressed_match,Oz-Average_suffix_unstressed_mismatch,Oz-Average_suffix_unstressed_match,O2-Average_suffix_stressed_mismatch,O2-Average_suffix_stressed_match,O2-Average_suffix_unstressed_mismatch,O2-Average_suffix_unstressed_match,P4-Average_suffix_stressed_mismatch,P4-Average_suffix_stressed_match,P4-Average_suffix_unstressed_mismatch,P4-Average_suffix_unstressed_match,P8-Average_suffix_stressed_mismatch,P8-Average_suffix_stressed_match,P8-Average_suffix_unstressed_mismatch,P8-Average_suffix_unstressed_match,TP10-Average_suffix_stressed_mismatch,TP10-Average_suffix_stressed_match,TP10-Average_suffix_unstressed_mismatch,TP10-Average_suffix_unstressed_match,CP6-Average_suffix_stressed_mismatch,CP6-Average_suffix_stressed_match,CP6-Average_suffix_unstressed_mismatch,CP6-Average_suffix_unstressed_match,CP2-Average_suffix_stressed_mismatch,CP2-Average_suffix_stressed_match,CP2-Average_suffix_unstressed_mismatch,CP2-Average_suffix_unstressed_match,Cz-Average_suffix_stressed_mismatch,Cz-Average_suffix_stressed_match,Cz-Average_suffix_unstressed_mismatch,Cz-Average_suffix_unstressed_match,C4-Average_suffix_stressed_mismatch,C4-Average_suffix_stressed_match,C4-Average_suffix_unstressed_mismatch,C4-Average_suffix_unstressed_match,T8-Average_suffix_stressed_mismatch,T8-Average_suffix_stressed_match,T8-Average_suffix_unstressed_mismatch,T8-Average_suffix_unstressed_match,FT10-Average_suffix_stressed_mismatch,FT10-Average_suffix_stressed_match,FT10-Average_suffix_unstressed_mismatch,FT10-Average_suffix_unstressed_match,FC6-Average_suffix_stressed_mismatch,FC6-Average_suffix_stressed_match,FC6-Average_suffix_unstressed_mismatch,FC6-Average_suffix_unstressed_match,FC2-Average_suffix_stressed_mismatch,FC2-Average_suffix_stressed_match,FC2-Average_suffix_unstressed_mismatch,FC2-Average_suffix_unstressed_match,F4-Average_suffix_stressed_mismatch,F4-Average_suffix_stressed_match,F4-Average_suffix_unstressed_mismatch,F4-Average_suffix_unstressed_match,F8-Average_suffix_stressed_mismatch,F8-Average_suffix_stressed_match,F8-Average_suffix_unstressed_mismatch,F8-Average_suffix_unstressed_match,Fp2-Average_suffix_stressed_mismatch,Fp2-Average_suffix_stressed_match,Fp2-Average_suffix_unstressed_mismatch,Fp2-Average_suffix_unstressed_match,Audio-Average_suffix_stressed_mismatch,Audio-Average_suffix_stressed_match,Audio-Average_suffix_unstressed_mismatch,Audio-Average_suffix_unstressed_match,Fz-Average_suffix_stressed_mismatch,Fz-Average_suffix_stressed_match,Fz-Average_suffix_unstressed_mismatch,Fz-Average_suffix_unstressed_match
stress16,L2,suffix,550_680,-24.119438,-8.656573,-4.0143,26.590544,-9.489923,0.557117,-5.429623,5.58636,-6.976866,-0.209061,-3.807931,6.226653,-1.539184,0.716537,0.789058,1.30487,-2.475046,-0.408518,-2.661563,2.863408,-0.240205,-0.241715,-3.969849,0.97091,2.200447,0.728861,-3.593148,1.77225,2.08072,-1.856082,1.826316,1.977513,9.91837,3.148269,8.465485,-1.567322,4.442209,2.234823,-0.996651,2.40678,2.39637,2.529019,0.290511,0.63265,3.824655,3.798423,1.809128,3.69541,5.212137,3.48075,0.818288,2.463619,5.633195,2.973277,1.958707,0.496305,6.936237,5.685592,4.918497,1.425106,6.350211,5.646503,5.214467,1.83582,3.138757,5.211761,2.249208,0.271127,3.241527,0.983984,1.653643,1.801812,1.775495,1.562174,1.157174,-0.094823,8.4883,1.675949,6.846236,-0.682438,1.14461,-0.802504,0.695034,1.587634,1.273844,0.215628,-1.048677,2.246643,1.458146,0.150786,-0.92311,-0.424627,1.175059,-1.040358,-0.670719,0.957803,1.293611,-0.591379,0.837698,1.075287,-0.274467,1.606892,-0.148091,-0.460608,-1.595942,-1.757475,-2.042039,0.617116,-2.30238,-0.890746,-3.623324,-1.95726,-6.912077,-2.401853,-3.578015,1.637665,-5.218003,-0.179046,-2.004689,1.959247,-16.909395,-4.904395,-4.672063,20.101543,-116.274239,-383.988586,842.746887,1083.696045,-6.135562,-1.608074,-5.103909,0.74992
stress17,L2,suffix,550_680,1.141346,-1.667172,3.030807,0.77788,0.106906,-1.803202,-1.218925,2.838809,0.797325,0.555038,0.667993,0.686845,1.540309,1.08011,2.081405,1.390797,-0.231304,0.038893,-0.765831,1.880859,-1.604906,-3.878303,-1.76421,0.87158,0.182777,-3.33027,0.139721,3.074845,-0.233447,1.540938,0.883545,0.42994,0.691557,7.126413,0.204619,-2.046748,0.537097,1.296226,0.558412,1.731937,1.296336,-4.108691,-0.570647,-0.098338,-0.134028,-2.981871,1.297993,0.58236,1.670339,-2.839525,3.261911,1.813786,0.192223,2.547413,2.118666,1.477478,1.430151,-0.131113,3.277207,1.459074,1.400295,-0.106623,3.324877,1.464241,1.356193,0.464305,1.462245,0.746604,1.916068,-7.930026,2.148949,4.590253,0.599321,1.39222,0.844181,-0.508769,-0.464334,5.248475,0.543831,-4.539154,0.424748,-0.67287,1.486564,1.659168,-0.61749,-4.101547,0.39989,-0.102703,-1.379844,-6.35592,-1.119187,0.187745,-0.553235,-3.098489,-0.867204,1.979686,-0.574535,0.393182,0.120191,0.312538,-0.353565,-0.05421,0.121183,0.362296,-1.117914,-2.408924,-0.113047,1.514363,-1.158211,-5.900597,0.749906,2.509839,-1.068244,-3.471262,-0.435733,2.600905,-0.529122,-1.750562,-0.305637,1.706821,2.983606,-1.500952,3.016398,1.233886,-190.110687,-449.160492,639.862427,979.413818,-0.075741,-4.124963,-0.249484,2.195301
stress18,L2,suffix,550_680,2.161631,0.663162,0.531897,-0.675352,2.505938,0.132948,-0.931301,-1.409575,2.363278,0.251759,-0.113233,1.637271,1.637763,-1.220376,1.724057,2.213181,2.228657,1.114719,0.845824,1.186935,2.15505,2.138044,0.458289,-1.341242,1.405904,2.407611,3.023253,0.105398,1.919185,0.615919,3.227883,3.549603,2.590295,1.495317,7.490281,6.725418,2.246864,2.554018,4.715407,3.024305,0.459454,2.920071,4.74058,1.160468,1.54379,3.305213,5.945697,2.568315,2.524449,3.463949,5.502492,3.848683,4.107694,4.965822,8.101783,7.758355,4.561584,5.754204,6.97759,6.409705,3.114108,4.230631,4.745562,4.274296,1.954353,2.034033,3.041885,3.333122,4.160702,3.388416,1.843706,-1.03691,-2.208264,-0.904821,1.204775,0.729262,-3.230156,-4.526001,1.356516,2.478598,0.377259,0.272843,0.325212,-0.718677,0.757064,2.023292,1.628314,-0.469647,0.557803,2.027123,3.282917,0.200947,0.618509,1.957476,1.153497,-1.115784,-0.121448,-1.868092,-2.020395,-4.549144,-2.977559,2.318845,-0.223278,-0.617034,-0.886048,0.797746,0.53793,-1.488562,0.050516,4.686378,0.963366,-1.541401,1.545588,1.646817,-0.376548,-0.787924,-2.324951,1.843425,-1.303317,1.440974,0.455306,0.396423,-1.646941,-1.696482,-72.867706,-295.620026,712.29834,1314.603638,0.213287,1.010229,-2.948934,-3.068006
stress19,L2,suffix,550_680,0.250882,1.410089,0.277857,-1.16837,-0.875868,1.034746,-0.347567,0.574363,-0.425001,2.753449,0.520563,-1.588278,-0.109534,0.261092,1.738753,-2.035808,-0.791119,0.704756,1.775177,0.75566,-1.400951,-0.039007,1.087822,2.275835,-0.471243,1.494321,2.666631,3.74824,0.930416,0.605837,3.041433,1.769001,0.524371,2.672929,2.491071,0.991777,-0.229508,2.977831,3.914679,7.51662,-1.52555,0.861452,2.905209,5.938036,-1.266689,0.818104,0.942775,7.077386,-0.347113,3.054432,4.546784,8.533937,0.489476,2.76997,3.391321,7.904371,0.580977,1.842282,3.186301,6.372634,-0.390644,2.020292,2.838135,4.359888,0.393281,1.643925,3.059417,4.740908,-1.848305,0.907508,2.305023,5.256642,0.619448,0.119604,2.486671,3.178651,3.239894,0.053515,1.583354,-2.100717,-1.910292,-0.871823,1.143768,2.147769,-2.212867,-0.241346,2.081196,4.419403,-1.573069,-0.812303,1.513802,3.830491,-1.276542,-1.489124,0.625268,2.290512,-0.425583,-2.548923,0.589138,-2.367038,0.27932,-1.762429,-0.585575,-6.806209,-0.512125,-2.049548,0.74032,-1.027267,-0.926299,-1.298657,0.832332,1.429352,0.144579,-1.645809,1.742105,0.038759,0.847748,-1.396131,2.09468,-2.832078,4.024956,0.804681,0.193804,-3.835181,-1443.894165,-1037.441528,99.83329,893.436523,-1.254752,-0.908814,-1.358141,0.369647
stress2,L1,suffix,550_680,3.69957,0.0104,0.551676,-1.063083,-1.849837,-0.03087,-0.539493,-2.950846,-1.08372,0.730497,0.210167,-0.452398,0.316496,-1.396359,1.212788,0.151351,-2.175762,-1.575245,-0.570976,-2.352405,-2.632917,-0.07185,-0.846356,-2.391918,-1.803741,-1.30668,-2.589614,-2.212618,-0.748246,-2.933858,-0.420487,-1.412886,4.871025,-1.653032,1.330126,6.581888,-0.492838,-2.271917,-1.335811,-0.165729,4.242365,-6.088614,-4.489305,-4.983241,3.296803,-0.968839,-0.84306,2.850201,1.830348,-1.420975,-0.981539,1.488701,1.912549,-0.554252,-0.91432,0.050942,0.813445,0.45162,1.102263,2.091538,0.374735,-0.115592,-0.056791,0.593692,0.141144,-1.432345,-1.31803,0.195852,2.131936,0.823596,-0.862414,1.816399,1.204739,-0.223658,0.431135,0.606328,1.347188,2.225628,0.279173,-0.267981,1.969326,-0.084105,-0.786735,0.943821,2.266743,1.308214,-0.484362,2.666695,0.087115,0.897968,-1.095583,1.333853,1.549701,0.946122,-1.016204,0.236373,1.581885,-0.773406,-0.092043,-1.524889,2.705669,0.661754,0.129048,0.135645,0.821475,0.159032,-1.067704,-0.778137,-0.923835,1.237428,-0.783312,-0.656069,0.104577,0.44031,0.010476,-1.71656,3.600457,-0.117616,0.9618,-0.104417,6.274142,3.100065,-0.564822,1.147187,1746.099243,51.155331,876.305054,1428.648315,-2.072738,-0.190864,-0.536433,-2.104637
stress2,L2,suffix,550_680,-0.894973,-0.066207,0.11724,-0.403614,0.151337,-4.046247,-4.085385,-3.737631,-0.201919,2.475759,1.613343,0.193252,0.866974,6.398793,4.70336,2.779554,-2.324376,-1.617908,-0.878035,-1.410176,1.369316,-7.094373,-4.207653,-2.151438,2.972866,-5.53301,-1.871369,0.539601,0.017293,2.53358,3.08161,1.469762,4.506605,8.50931,7.755102,5.559913,3.543568,1.375106,1.760448,2.27581,5.592073,-6.672195,-1.592966,0.375022,4.252901,-3.769392,1.542259,2.736867,5.556464,-2.327476,3.59671,4.413945,3.637342,2.178956,5.212809,3.708974,6.051062,0.230385,6.369503,3.439025,5.950207,0.503364,6.408474,3.381625,7.130045,1.449936,5.110764,4.109489,2.957757,-2.193492,0.57584900000000006,3.119715,1.387791,2.46377,3.515889,2.883638,1.248064,5.919244,7.318945,4.696853,-2.030638,-2.579187,-0.085309,1.832006,0.202998,-5.321665,-1.861616,-0.066458,2.103935,-7.49383,-2.68085,-3.372949,-5.907307,-8.73941,-1.597754,-0.750527,-6.743073,-5.875721,1.778564,0.124863,-6.545776,1.573535,2.899396,-1.747781,-8.82989,-11.426193,-0.667775,-3.199926,-3.45584,-7.481557,-4.005817,-3.515865,-5.149755,-6.682371,-4.285723,-7.220833,-9.466218,-8.272016,0.467887,-6.07049,-1.812317,0.130724,0.790914,-3.826664,1870.273193,627.861511,977.056335,1430.680664,-1.918223,-4.809518,-5.024682,-3.418922
stress20,L2,suffix,550_680,-15.774114,-12.183732,-12.772659,2.397243,-8.018615,-5.005705,-7.598394,-0.366095,-6.726771,-0.885453,-7.175611,-7.844715,-0.743577,2.24137,-1.948574,-7.473411,-7.054932,-1.536463,-4.576187,-3.239111,-4.121592,-4.043314,-5.446376,0.668136,-2.327693,-0.856855,-2.128956,2.70436,-2.765421,2.028841,-1.4511,-3.852025,9.344584,7.26378,10.166053,-0.84771,0.506892,1.052409,1.321848,1.447638,-1.033463,-0.885648,-1.549917,5.251974,-0.563512,-0.649282,0.778768,7.008851,1.688526,0.752208,2.894829,4.994763,2.896014,2.161333,5.308895,2.809557,1.981566,-1.213836,5.055547,3.762199,1.885879,-1.129681,3.951993,4.78996,0.788554,-1.256707,4.175496,5.146484,0.358447,-1.012272,1.304936,4.806971,0.362966,-0.799796,4.854502,3.106925,10.117021,5.660637,11.411882,-0.263548,0.924523,-0.825591,0.193219,1.652043,-1.311741,-1.101498,-1.550333,4.728312,-2.920133,-2.679731,-4.257231,4.40722,-0.193084,-1.786905,-2.650434,2.589469,2.622081,0.592745,0.481588,0.413012,5.057376,2.477935,1.799746,-0.630025,-0.279662,-2.759497,-3.498579,0.521,-5.663167,-3.958675,-5.924353,0.854202,-4.547933,-3.706138,-5.796232,2.137871,1.053302,-0.924941,-2.816932,3.896254,-11.345002,-9.017233,-10.110762,6.56181,252.485336,-799.413635,393.620819,1116.361938,-6.487203,-4.308139,-7.192643,0.370419
stress21,L2,suffix,550_680,-0.462358,2.924558,-1.566309,-0.855567,-2.573047,1.863881,-0.412268,-1.025082,2.180269,1.671032,1.717224,-0.221125,2.568505,1.368769,1.150098,-1.298147,-4.757778,0.914918,2.152184,-1.965887,-3.08202,1.895075,-1.562968,-0.304848,-1.155083,0.974901,0.41224,-0.84132,0.210513,0.54179,1.639411,-2.253705,6.14869,1.248606,2.959998,-0.514297,1.642155,1.980864,0.358112,-1.905581,-0.175694,0.300557,-1.329267,0.805097,-0.278762,0.195826,-0.879802,1.29746,2.587636,2.745286,0.121009,0.824537,3.859232,3.282433,1.056881,0.68507,5.906837,4.183532,0.640435,2.9986,4.250898,1.81577,0.392389,3.015802,3.40842,0.36221,-0.184633,2.90829,0.672585,-0.47695,-1.160798,2.190914,2.100807,-0.015033,-1.007624,2.599295,5.912522,-2.449519,1.270051,2.917147,0.092142,-1.893825,-1.69095,1.589904,-1.101294,-0.150015,-1.848744,1.887033,-4.91763,0.489253,-1.177352,0.003888,-2.893365,-1.823798,-1.583101,0.946154,-1.091538,-4.138696,-0.721875,0.076536,-0.641906,-3.420914,1.166471,1.300175,-6.579539,-4.589669,-0.763443,0.265253,-5.313363,-0.871313,-1.626913,-0.02266,-6.200711,-1.745723,-0.907755,-0.97917,-0.12047,-4.565215,2.456551,0.791,-1.935366,-1.337963,0.539064,-3.736967,-64.509094,-181.019562,702.980957,1211.122437,-4.020404,0.400305,-1.410016,-0.80095
stress22,L2,suffix,550_680,3.416975,-4.850643,-2.487629,1.670891,0.415787,-2.107951,-5.582142,0.214415,1.122512,-3.339824,-0.504137,0.356473,0.508656,-2.808311,4.139967,0.608501,0.652261,-1.045988,-1.515251,0.709969,0.444902,1.406394,-7.739918,-0.570907,0.672348,3.001305,-2.443074,-0.441637,0.904323,-2.103484,1.047463,0.21396,-1.3899,-1.409296,10.103539,2.33113,-0.222614,0.475052,-0.605822,0.865607,0.599994,4.910038,-2.570665,1.20732,0.965588,5.84823,-1.023634,2.880532,0.456967,4.27908,-1.143627,2.885275,-0.037406,0.191403,-1.007347,1.324335,0.969941,3.984089,-0.34876,4.90135,1.522657,3.776025,-0.182598,4.495306,2.338681,3.144792,0.878382,4.997801,0.417997,3.628673,-0.891241,2.660608,1.836401,1.378021,3.327136,3.940694,0.437443,-0.173867,14.00564,2.870576,-0.266609,1.323061,-0.088505,1.609566,0.202054,4.907934,-3.208491,1.476634,-0.807164,3.828857,-5.385004,0.037035,-0.612997,2.782218,-4.666354,0.758242,-0.639671,-0.964635,2.840944,1.194897,-1.481697,-2.085336,5.485763,-0.332479,-3.190386,0.13232,-1.39645,1.099908,-0.7929,1.006558,-8.692109,0.087709,-1.496989,-0.358506,-6.058527,0.726753,-3.1288,-1.116072,1.79638,1.398876,-1.031425,-2.946688,-4.106665,0.891253,56.051128,-553.113159,778.077637,1051.837036,0.317486,0.527721,-8.036394,-1.733904
stress23,L2,suffix,550_680,3.997869,7.357605,-4.805573,1.214051,3.454625,2.493829,-6.666489,-2.028944,6.29215,13.011878,-6.338132,0.167894,5.012276,11.273372,-4.727995,0.507962,4.810604,4.767916,-7.264008,-2.174441,2.516002,-0.31668,-5.142195,-1.61702,3.334653,1.648562,-3.614995,-1.14281,5.19297,6.587039,-3.886068,-3.362379,-5.933711,5.475232,11.72808,0.17687,8.851742,4.961228,-3.895112,0.402431,0.926075,0.446741,-2.705476,-0.126968,2.645447,-1.889513,-1.336888,3.143092,3.986993,-0.864931,-0.271958,1.608012,10.329997,2.078797,1.081465,3.711123,5.324882,-3.170428,3.987496,3.538359,5.314095,-3.535633,1.929534,3.460837,5.806675,-3.907619,2.614973,2.854752,3.441662,-5.125584,0.192874,2.947782,5.387279,-3.004301,15.942652,5.363606,2.742249,-2.973781,7.381639,2.288043,6.919608,-5.326516,-1.042562,1.407137,1.717023,-4.084139,-3.24652,1.302793,-0.686522,-3.856485,-5.0593,-0.342674,3.343157,-5.057667,-2.352109,0.733316,-5.90801,0.127638,-1.619354,-3.361471,0.33136,-5.428702,-7.53823,1.715551,3.462189,-6.648345,1.383865,0.199285,3.048766,-3.657412,-4.594397,-0.184148,0.616324,-0.678346,-5.066691,-0.003342,-1.505337,-10.653193,-3.490394,-1.26912,5.554439,-1.389337,0.533192,0.168176,296.996277,-685.955872,915.556213,811.70282,1.063824,-0.833822,-6.369906,-0.82164
stress24,L2,suffix,550_680,-2.768253,7.618361,-2.55298,3.824261,-2.045687,2.998093,0.064873,-3.762703,-2.343944,4.985954,-0.369482,-0.633725,-1.517277,0.347593,4.156301,-0.521093,-1.153484,3.03927,0.868552,-4.316766,-2.064682,2.000426,-0.864853,-4.026126,-0.483865,0.790878,-1.379486,-5.23068,-0.951407,0.789094,1.785544,-0.316707,5.597855,-0.232947,4.617959,7.038472,2.897625,0.95040500000000006,-0.129729,0.780196,0.965545,-0.219696,-3.316575,-3.417646,0.434192,-0.366809,-4.308084,-3.97674,3.391494,1.502784,-0.715922,0.522171,6.196995,2.40374,3.138595,5.304074,3.023235,-0.12771,-0.644384,3.189556,2.895195,-0.903364,-2.240527,0.553455,3.104948,-0.429593,-3.311268,-0.466707,0.382782,-1.2096,-3.552825,-3.102247,1.828437,-1.604025,-2.907613,-1.50414,4.27924,-2.810823,-1.433658,0.765093,-1.479177,-2.662514,-3.797322,-4.792394,-1.90068,-0.696465,-5.43111,-6.774725,-2.845196,1.223171,-3.80519,-5.951641,-2.507699,-1.161451,-3.489485,-5.632076,-6.02083,-4.933949,-4.022964,-5.259474,-4.864581,-4.136961,-0.767775,-4.800413,-4.156061,-2.568788,-2.768068,-4.434115,-2.929839,-0.167095,-2.515592,-4.534764,-4.654232,-2.00495,-5.460998,-0.343843,-3.942835,-3.875163,-0.478964,-5.326957,-5.141439,2.199375,-9.025919,0.929876,201.286652,-268.842804,524.729309,1346.785645,-3.292364,1.014589,-1.061434,-2.601189
stress25,L2,suffix,550_680,-5.840434,-5.329973,-1.12646,-5.111164,-2.150579,-2.705025,0.95899,-1.430148,-1.114079,-0.374573,1.944709,2.000758,1.649226,1.204968,0.833123,2.552681,-1.721022,-0.999431,0.423452,-0.618771,-2.3935,-1.613527,0.512357,-2.418918,-1.05691,-0.281261,0.505815,-0.701379,-0.410334,0.809322,0.315329,1.606896,7.643656,6.671664,0.363508,6.400407,1.42368,1.201534,0.206107,1.809469,-0.803386,-1.087483,0.546503,1.503913,-0.814788,-1.471761,-0.24621,3.048449,1.518224,0.160397,1.277032,3.95944,4.650534,2.76438,0.275278,4.525788,2.529411,0.094305,1.323065,4.877491,1.327116,-1.189448,0.060924,4.484172,0.813466,0.497972,-1.298988,4.348353,-1.826918,-1.876,-0.949312,2.158073,-1.033059,1.253542,-1.867258,3.584099,4.401928,5.348554,-0.047374,5.280043,-2.818849,-0.961274,-1.297886,-0.007867,-2.052081,-2.340444,-1.893684,-0.792742,-2.782055,-0.97602,-1.407918,-0.516498,-3.18377,-0.866017,-1.587097,-1.34352,-2.690392,-0.651457,-1.780147,-2.057589,-2.772053,-0.413712,-2.412297,-1.316291,-4.375442,-1.436805,-1.781592,-2.234419,-4.268312,-3.068248,0.189666,-3.64036,-5.737797,-3.346289,-1.294516,-4.50712,-3.657642,-2.040306,-2.195661,-2.581393,-5.893808,-7.092921,-3.402013,-8.292611,226.817337,-399.151733,883.576782,1199.227905,-4.015193,-4.006739,-0.105378,-3.893482
stress26,L2,suffix,550_680,15.837902,-14.221197,17.27552,-16.560757,0.957285,-3.758829,1.770278,-1.232886,-4.136526,-7.49402,-0.375713,1.306239,-6.350821,-4.582661,-1.71013,4.218009,-2.723713,-2.733973,-1.184076,2.859497,2.242932,0.628561,2.557912,0.35861,0.620327,3.321297,3.930815,0.038878,-4.763488,-0.420853,-2.173312,4.167414,-6.692002,1.516104,-2.569148,5.123533,-1.613845,2.5586700000000002,0.041925,1.482007,1.61728,4.722043,3.466736,1.81017,2.042735,5.730916,5.028142,0.613607,1.506424,4.072286,1.513992,0.557061,-1.859437,1.758281,-0.096139,1.842232,-0.860173,2.921577,-0.351232,0.864902,-3.269287,2.083173,4.278807,0.073675,0.467274,3.362505,0.177131,-1.823829,1.27568,4.426562,2.579364,-0.490063,0.259682,2.848903,0.910332,-1.313291,-2.94956,4.796749,-2.164431,1.855501,1.489731,3.223505,1.49892,-3.386097,5.266058,2.588006,3.569815,-1.516184,2.099971,3.308112,4.164835,-0.177391,1.48301,1.992901,3.969896,-2.266539,0.227023,3.767664,1.955211,-1.607479,1.26965,1.475369,1.15468,-6.129378,3.260247,-0.803602,3.262412,-5.840065,2.602915,0.931752,2.606344,-1.283409,4.687074,-1.320857,2.7713,-5.606981,6.037932,1.501243,3.501858,-11.602324,20.028334,-16.778154,9.16206,-13.763761,260.79425,-432.427429,622.374329,1175.957153,3.213854,-2.104284,1.57786,-2.326344
stress27,L2,suffix,550_680,34.426281,16.52108,-48.5322,9.726317,45.091801,-6.594892,0.505921,13.73976,109.923592,-23.555197,24.776072,26.281372,57.033852,-18.794102,25.994455,10.572297,63.517975,-9.534309,13.159458,10.238687,13.670424,-6.053464,-1.406136,7.763119,20.117952,-10.639896,6.850688,7.906707,38.143204,-9.025945,13.63879,1.894585,8.419311,-6.468098,21.944281,-7.006979,18.677155,-7.434416,8.567353,3.313369,8.58508,-5.829778,4.400774,5.760681,2.528911,-4.280475,3.413262,4.724533,9.043296,-5.814317,6.51458,5.055438,10.496085,-5.079839,8.28714,0.238431,2.363127,-3.668369,6.967898,2.758248,-0.879422,-3.306849,6.510075,3.812581,-4.519164,-2.364784,5.11402,2.766881,-6.655551,-1.335934,2.092489,2.935315,-11.961916,0.861003,2.157741,-0.414689,-21.152016,3.802483,12.880529,-11.471038,-16.293661,2.82269,-1.489208,0.440981,-4.512587,-2.354155,-0.492529,2.011599,1.583193,-4.949398,-2.549203,4.802806,-16.65258,3.205747,-5.901679,1.087054,-31.327536,10.732134,-5.522419,-6.261395,-54.508942,18.859348,-10.773009,-16.510466,-42.307163,16.47872,-11.128744,-9.158164,-8.374562,0.238607,-7.692134,3.334006,-20.288389,10.795077,-18.907528,-0.395458,-76.458374,33.970203,-27.917393,-18.623795,16.343237,13.397332,-43.297199,10.494487,-738.655884,-964.514587,783.552002,1314.250488,4.244235,0.888538,-11.608273,6.15934
stress3,L1,suffix,550_680,-8.201543,12.702012,17.759138,-12.390412,-4.759519,4.769014,8.624921,-4.682954,-14.225958,7.814625,7.767147,-8.860525,-7.309718,-3.061428,-1.69829,-5.345201,-7.246861,0.497554,5.771436,-5.205295,-3.127284,0.276406,7.160275,-2.048888,-4.086842,-2.65072,4.672506,-2.251995,-5.6241,-3.185641,0.459576,-3.995884,2.617264,-4.778785,-13.719361,4.466235,-2.212292,-4.202139,3.315959,-0.999118,-2.150453,-2.911068,4.242193,-1.246097,-0.582262,-1.603541,3.837662,-0.154729,-0.828595,-4.181927,5.094359,-0.618578,0.769998,-3.030228,3.390223,0.291933,3.010962,-3.235144,1.373718,-0.314445,2.300701,-3.881677,-1.133427,-1.791878,2.428085,-0.927798,-1.34095,-1.512469,0.089046,-0.141619,3.473872,0.584566,-1.501761,-0.937371,0.046528,1.5622,1.870041,-2.942308,-12.47964,0.847224,-0.610985,-0.024814,1.308824,0.867135,-0.367839,-0.52627,4.38881,1.014895,-2.23559,-2.967574,4.661741,-1.18388,0.850093,-0.147799,4.318052,0.25549,-1.855301,-0.46081,-4.59235,-0.188476,0.289883,-2.018643,-7.349444,-5.063907,1.071145,0.05944,1.98526,-0.344379,0.077152,-0.10496,7.280128,-1.010639,-1.240513,2.015961,6.52593,-0.264137,5.18518,-1.022102,-0.245193,0.534015,-5.463234,11.117943,15.149866,-7.391617,2077.121338,1620.530518,1413.202026,899.101685,-1.495768,2.573698,8.732999,-1.771154
