Participant_ID,L1_L2,area,time_period,Fp1-Average_suffix_stressed_mismatch,Fp1-Average_suffix_stressed_match,Fp1-Average_suffix_unstressed_mismatch,Fp1-Average_suffix_unstressed_match,F3-Average_suffix_stressed_mismatch,F3-Average_suffix_stressed_match,F3-Average_suffix_unstressed_mismatch,F3-Average_suffix_unstressed_match,F7-Average_suffix_stressed_mismatch,F7-Average_suffix_stressed_match,F7-Average_suffix_unstressed_mismatch,F7-Average_suffix_unstressed_match,FT9-Average_suffix_stressed_mismatch,FT9-Average_suffix_stressed_match,FT9-Average_suffix_unstressed_mismatch,FT9-Average_suffix_unstressed_match,FC5-Average_suffix_stressed_mismatch,FC5-Average_suffix_stressed_match,FC5-Average_suffix_unstressed_mismatch,FC5-Average_suffix_unstressed_match,FC1-Average_suffix_stressed_mismatch,FC1-Average_suffix_stressed_match,FC1-Average_suffix_unstressed_mismatch,FC1-Average_suffix_unstressed_match,C3-Average_suffix_stressed_mismatch,C3-Average_suffix_stressed_match,C3-Average_suffix_unstressed_mismatch,C3-Average_suffix_unstressed_match,T7-Average_suffix_stressed_mismatch,T7-Average_suffix_stressed_match,T7-Average_suffix_unstressed_mismatch,T7-Average_suffix_unstressed_match,TP9-Average_suffix_stressed_mismatch,TP9-Average_suffix_stressed_match,TP9-Average_suffix_unstressed_mismatch,TP9-Average_suffix_unstressed_match,CP5-Average_suffix_stressed_mismatch,CP5-Average_suffix_stressed_match,CP5-Average_suffix_unstressed_mismatch,CP5-Average_suffix_unstressed_match,CP1-Average_suffix_stressed_mismatch,CP1-Average_suffix_stressed_match,CP1-Average_suffix_unstressed_mismatch,CP1-Average_suffix_unstressed_match,Pz-Average_suffix_stressed_mismatch,Pz-Average_suffix_stressed_match,Pz-Average_suffix_unstressed_mismatch,Pz-Average_suffix_unstressed_match,P3-Average_suffix_stressed_mismatch,P3-Average_suffix_stressed_match,P3-Average_suffix_unstressed_mismatch,P3-Average_suffix_unstressed_match,P7-Average_suffix_stressed_mismatch,P7-Average_suffix_stressed_match,P7-Average_suffix_unstressed_mismatch,P7-Average_suffix_unstressed_match,O1-Average_suffix_stressed_mismatch,O1-Average_suffix_stressed_match,O1-Average_suffix_unstressed_mismatch,O1-Average_suffix_unstressed_match,Oz-Average_suffix_stressed_mismatch,Oz-Average_suffix_stressed_match,Oz-Average_suffix_unstressed_mismatch,Oz-Average_suffix_unstressed_match,O2-Average_suffix_stressed_mismatch,O2-Average_suffix_stressed_match,O2-Average_suffix_unstressed_mismatch,O2-Average_suffix_unstressed_match,P4-Average_suffix_stressed_mismatch,P4-Average_suffix_stressed_match,P4-Average_suffix_unstressed_mismatch,P4-Average_suffix_unstressed_match,P8-Average_suffix_stressed_mismatch,P8-Average_suffix_stressed_match,P8-Average_suffix_unstressed_mismatch,P8-Average_suffix_unstressed_match,TP10-Average_suffix_stressed_mismatch,TP10-Average_suffix_stressed_match,TP10-Average_suffix_unstressed_mismatch,TP10-Average_suffix_unstressed_match,CP6-Average_suffix_stressed_mismatch,CP6-Average_suffix_stressed_match,CP6-Average_suffix_unstressed_mismatch,CP6-Average_suffix_unstressed_match,CP2-Average_suffix_stressed_mismatch,CP2-Average_suffix_stressed_match,CP2-Average_suffix_unstressed_mismatch,CP2-Average_suffix_unstressed_match,Cz-Average_suffix_stressed_mismatch,Cz-Average_suffix_stressed_match,Cz-Average_suffix_unstressed_mismatch,Cz-Average_suffix_unstressed_match,C4-Average_suffix_stressed_mismatch,C4-Average_suffix_stressed_match,C4-Average_suffix_unstressed_mismatch,C4-Average_suffix_unstressed_match,T8-Average_suffix_stressed_mismatch,T8-Average_suffix_stressed_match,T8-Average_suffix_unstressed_mismatch,T8-Average_suffix_unstressed_match,FT10-Average_suffix_stressed_mismatch,FT10-Average_suffix_stressed_match,FT10-Average_suffix_unstressed_mismatch,FT10-Average_suffix_unstressed_match,FC6-Average_suffix_stressed_mismatch,FC6-Average_suffix_stressed_match,FC6-Average_suffix_unstressed_mismatch,FC6-Average_suffix_unstressed_match,FC2-Average_suffix_stressed_mismatch,FC2-Average_suffix_stressed_match,FC2-Average_suffix_unstressed_mismatch,FC2-Average_suffix_unstressed_match,F4-Average_suffix_stressed_mismatch,F4-Average_suffix_stressed_match,F4-Average_suffix_unstressed_mismatch,F4-Average_suffix_unstressed_match,F8-Average_suffix_stressed_mismatch,F8-Average_suffix_stressed_match,F8-Average_suffix_unstressed_mismatch,F8-Average_suffix_unstressed_match,Fp2-Average_suffix_stressed_mismatch,Fp2-Average_suffix_stressed_match,Fp2-Average_suffix_unstressed_mismatch,Fp2-Average_suffix_unstressed_match,Audio-Average_suffix_stressed_mismatch,Audio-Average_suffix_stressed_match,Audio-Average_suffix_unstressed_mismatch,Audio-Average_suffix_unstressed_match,Fz-Average_suffix_stressed_mismatch,Fz-Average_suffix_stressed_match,Fz-Average_suffix_unstressed_mismatch,Fz-Average_suffix_unstressed_match
stress4,L2,suffix,235_415,1.396274,-0.724002,-1.015868,-1.101469,0.209593,-1.157847,-1.835624,-2.681587,2.688594,0.647438,-2.182959,-0.59385,3.839974,0.564611,-1.237901,0.542245,-0.320837,-0.464813,-2.752099,-0.745324,-2.171439,1.330195,-3.032568,-2.233572,-3.028429,-0.270707,-2.56546,0.005912,1.585259,-0.98903,-3.237294,-0.63631,2.897708,-1.037795,0.792566,2.591235,-1.146396,0.605217,-4.649247,0.495064,-4.377174,-1.68841,-1.641585,0.093431,-4.439068,-1.250353,-1.080834,0.286806,-4.288478,-0.593111,-3.483959,0.335403,-0.69941,-0.118854,-4.765721,-0.03464,-2.883766,0.578942,-3.850503,0.443816,-3.797485,-0.491148,-2.242591,-1.035812,-4.279558,0.212905,-1.978575,-0.635376,-5.395162,-1.20045,-2.2980680000000002,-0.165876,-2.492971,1.074814,-1.06649,0.190178,3.249875,-0.255666,1.844028,0.65352,-4.031456,1.336736,-0.798051,0.033416,-5.798417,-0.539248,0.316236,-0.382832,-4.758008,-1.009284,-0.19537,-0.611697,-4.46147,0.592296,-1.304688,-0.555238,1.62448,2.526141,1.130928,-0.510433,2.652495,0.573404,4.96074,-0.146202,-1.38176,2.852929,-0.82112,-1.069057,-4.433334,1.41276,0.668856,-1.028536,-2.410857,4.288592,-1.146553,-0.753368,2.456696,3.227039,-0.236953,-1.018652,2.580242,-1.335313,-1.434164,-0.339185,-926.429565,-977.082825,-2674.85083,-2261.7854,-2.049193,0.431153,-0.878865,-1.081585
stress5,L2,suffix,235_415,4.122691,-16.131329,-19.304457,2.988722,-0.974002,2.407065,1.790542,-0.183222,3.896821,4.957653,4.386656,-0.761623,4.346574,2.73846,3.550237,-0.080972,1.135389,3.327106,1.282214,-1.827699,-2.349665,1.957728,0.043555,-0.442686,-1.4471,0.601133,-1.400599,-2.347781,3.436782,2.163309,2.261897,-0.833379,4.255573,-2.469393,-0.124353,0.194361,-0.031003,-0.637698,-2.225787,-2.82677,-3.643655,-0.340331,-5.529502,-3.494922,-7.057246,-3.214905,-7.160807,-3.370657,-4.367822,-2.159191,-5.401364,-3.508222,-0.827124,0.389365,-2.267482,-3.706337,-5.554795,-1.724456,-4.985348,-5.326914,-6.458993,-3.642155,-5.40432,-4.306611,-6.066005,-2.797182,-4.866018,-4.198303,-6.40484,-3.181254,-6.069392,-2.670784,-4.551535,-1.657822,-3.504723,-1.470585,1.415445,-4.522899,-0.407726,0.135168,-3.419869,-2.013414,-3.794324,-1.926327,-5.470812,-0.849394,-4.77711,-2.29788,-4.092021,1.864571,-1.260509,-1.092406,-3.094412,-0.372345,-2.367246,-1.050386,0.57861,0.044951,-2.149781,-1.007603,0.49762,2.055399,0.894818,-0.241721,-1.67146,1.022401,-1.958784,-0.705759,-2.103845,1.623016,-0.777135,0.512954,-1.446218,1.27658,-0.607101,-0.160712,-0.45985,-0.174653,-1.095247,-0.470259,2.577017,-1.660712,-5.306008,1.902229,-629.691528,-908.831787,-2363.224609,-2156.965088,-1.89034,2.330763,0.177359,-0.109843
stress6,L2,suffix,235_415,-2.626827,2.62362,5.788987,-8.991001,0.081425,-1.206186,3.052876,-9.171779,-0.008664,-1.058721,0.995445,-1.998968,1.128721,-0.140946,0.469699,3.619211,-0.174374,-0.06504,0.414098,-3.810633,0.059511,-0.595858,1.99635,-8.025883,0.714444,1.236959,0.487054,-5.348641,0.642011,0.807895,-2.08234,1.729229,2.278555,-0.257242,-4.28596,12.917348,0.979707,1.741821,-0.955768,-1.329223,-0.217973,0.616716,0.44419,-5.111176,-1.418557,-0.181338,0.885435,-3.567523,-0.65432,0.062202,0.260573,-2.3617340000000002,0.102489,0.095568,-0.679055,2.373569,-1.741267,-2.382843,-0.154308,-0.255239,-2.109434,-1.830515,-0.284065,-0.616016,-1.756554,-1.970788,-0.705327,-1.91574,-0.966963,-0.846148,-0.457822,-3.157801,-1.335697,-0.06309,-1.326209,-0.468728,1.299676,1.082948,-6.152739,11.642935,-0.651992,1.067203,-1.168593,-2.002342,-0.854886,-0.036978,0.234285,-5.192771,-0.626294,0.346355,1.273465,-6.298215,-1.192798,0.068698,0.630431,-4.928236,0.128725,1.603494,-1.504006,2.057374,1.843474,0.472241,-2.329281,3.696833,0.093262,0.61252,-0.877519,-2.499225,-1.461438,0.087339,2.101137,-7.292553,-2.10503,0.026351,1.009053,-7.455963,1.255849,-0.322827,-1.361228,-0.222835,-4.758671,1.210258,2.19873,-8.831974,-3276.453857,-1850.936646,-2369.965332,-1560.062378,-1.192744,-0.275235,3.479566,-8.186762
stress7,L2,suffix,235_415,2.351265,-11.00457,-1.959724,-9.281412,-0.8024,-4.158259,-7.22545,-6.545125,3.29536,13.943105,-4.59833,1.023219,2.45767,-11.172776,8.593971,-5.083457,3.088061,14.256192,-13.798467,2.828122,-0.161009,-3.552476,-5.192268,-5.318069,-0.319903,-4.842706,-6.804088,-6.00757,1.878907,15.405286,-3.469884,5.171397,2.165746,3.575263,6.957257,4.904181,-1.020601,-2.131005,-3.224575,-5.644241,0.886108,-2.594018,-5.187112,-3.108771,1.255098,-3.012007,-3.36227,-3.608063,1.298108,-1.650754,-3.088025,-3.472479,0.452045,-1.042059,0.535486,-2.637363,1.075874,-2.728951,-0.016316,-3.685876,1.089706,-2.953797,-0.956698,-2.684452,0.045511,-3.419014,-0.369438,-3.574685,1.214934,-4.034007,-2.729114,-3.734787,-0.537813,-3.19559,0.065183,-1.554148,-0.867906,8.365875,6.380698,7.026624,-0.591677,-3.613226,-3.944912,-4.760979,0.737913,-3.910434,-4.470339,-3.437231,0.238345,-3.030395,-3.317571,-4.106277,-1.789415,-5.591592,-6.13258,-6.407857,-4.176444,19.763449,-7.005024,10.901602,1.706153,-8.764009,4.723113,-4.212488,-3.906007,11.330075,-12.668886,0.76987,1.072223,-4.521848,-1.893162,-5.454409,-2.128203,-3.091916,-6.214943,-4.237158,-0.887206,7.30999,-7.755095,3.355583,1.690119,-10.15338,-2.927254,-5.576807,-3042.162842,-1815.696899,-2424.589355,-1629.569946,-0.432613,-3.980382,-4.445986,-3.976937
stress8,L2,suffix,235_415,-14.027656,-12.773113,1.368352,-6.04775,-7.167818,-4.504357,1.526176,-1.758123,-14.057005,-7.669661,3.658229,2.451397,-2.976306,-0.208128,3.113708,-1.437333,-6.01719,-4.244291,3.620966,-1.355698,-4.004168,-3.288893,1.046105,-0.517704,-3.342833,-0.672724,-0.592071,-1.373719,-2.832,-3.164935,0.440369,-1.090336,5.693359,4.759882,-4.618797,-2.058131,-2.443655,-2.639637,-0.317155,-2.157786,-3.318001,-0.71263,-0.673812,-2.102723,-1.767627,-3.479795,-1.788061,-1.102608,-1.265858,-2.62874,-1.568062,-0.932273,-1.121049,-1.273857,-0.803082,-0.66146,0.032263,-0.902613,-1.460276,-0.905588,0.719096,-0.439191,-3.61517,-1.368959,1.276394,-1.788798,-0.44034,-0.536312,-1.149644,-2.99859,-2.134029,-0.196616,1.822686,-0.805758,-1.137602,1.470821,9.204338,5.360037,-0.957563,3.860582,-1.375567,-0.220675,-2.143881,-0.049253,-1.792243,-2.744191,-1.924569,-3.093392,-2.714904,-3.033388,-0.52548,-0.785482,-0.767144,-0.987855,-0.020352,0.088553,2.188921,2.913307,0.677559,1.876712,7.308141,11.779461,4.642581,5.316973,1.463585,2.909106,2.180221,1.284878,-2.961822,-0.635288,0.055313,0.255498,-3.38179,1.294906,2.871831,-0.331657,4.585381,6.617548,4.433798,4.007104,-8.188363,-7.904648,2.820671,-1.842972,-2877.666504,-1758.319336,-2255.387451,-1588.306641,-4.965899,-3.373308,1.858786,-0.600813
stress9,L2,suffix,235_415,0.127895,-3.027867,3.466044,-1.493264,0.925058,-1.355702,0.815905,0.576023,1.46822,-1.682423,3.145786,-1.544995,1.885675,-0.240345,2.953721,-0.898465,-0.255345,-0.195234,-0.311756,-0.550386,0.591843,0.997023,1.272887,3.119432,0.368417,1.377812,1.598528,1.916704,0.336505,-0.503262,1.411299,-1.424589,1.438858,-6.488466,8.031855,-3.441879,0.014634,0.203822,2.265235,1.276387,0.396727,0.674493,3.621185,4.063568,-0.373366,-0.055614,2.142042,3.923773,0.253489,-0.315338,3.703694,2.795102,0.074669,-0.932755,4.660638,1.19353,-0.597348,-0.537274,3.368001,2.044283,0.188675,-0.644789,-0.445709,2.348317,-0.867925,-0.570288,0.991429,0.855913,-1.113515,1.840218,0.907635,1.728012,-0.544327,0.682404,-0.392393,-1.585262,2.521107,-9.584108,7.156099,-6.032878,-0.203898,1.070027,-0.695277,-0.877538,-0.079288,-0.238719,3.079909,2.918003,0.901835,1.449146,3.193171,4.385994,0.093233,1.233515,0.260781,1.089164,0.027204,0.267504,-0.951305,-4.390628,1.655011,0.036503,1.123262,-5.562393,1.218388,1.611953,-0.974868,-4.189014,0.670613,0.369362,2.145978,1.368189,0.394002,0.294961,0.956338,-1.713202,1.760809,1.153497,0.7169,-4.728056,1.138372,-0.001069,1.977152,0.465781,-2950.263916,-1975.327148,-2478.039063,-1564.865356,-1.319989,5.357526,-5.062652,3.158252
stress1,L1,suffix,415_550,-4.362069,9.891364,-1.556302,-3.149497,-4.649385,8.388207,0.797168,1.688552,-1.078118,1.653053,-0.480425,-3.38294,5.04468,5.905119,-1.002994,1.243395,-2.750314,5.951201,1.968292,1.301428,-4.243849,3.102612,2.077831,2.419376,-4.018207,7.096723,1.935477,2.66389,0.4053,6.754447,-9.97082,1.201707,4.515851,-13.008487,5.501367,0.998339,-1.37819,12.640306,-0.827358,1.766809,-2.918355,3.82709,5.190499,2.730179,-2.022757,4.017237,5.016462,2.345436,-1.692638,5.220242,3.577531,4.473257,3.535766,11.192918,4.593075,-1.79281,1.115599,6.332117,9.482547,3.74273,-1.972627,4.967672,3.65764,1.822552,-1.445177,4.306034,0.844907,-1.156992,-1.727507,5.732648,6.125055,2.233879,0.60129,5.845124,-0.425235,0.21243,9.695958,-16.052343,-7.879045,-1.489602,-1.895938,12.149679,-3.113352,-0.602889,-2.564184,5.090733,3.522015,3.170356,-5.090978,4.744924,4.16075,2.16908,-3.219018,6.682257,3.997817,3.223636,-2.1984340000000002,11.199773,-13.809666,-2.150792,-3.0416,22.720602,-8.995834,-1.945193,-3.806132,14.757195,-3.786486,-3.577982,-4.313837,7.168495,1.957212,1.361628,-5.183554,14.31554,-1.519148,0.798447,6.83007,24.082056,-40.671066,-10.082989,-8.473401,9.105287,-9.5265,-2.26509,1160.205688,707.231995,517.763733,-98.654961,-4.73727,9.68694,0.792558,0.163753
stress1,L2,suffix,415_550,5.822654,-3.289574,1.984145,-1.622916,3.899621,-1.550544,3.590355,-0.12971,3.016074,-2.129712,1.199679,0.406332,1.003169,-1.588965,-1.108087,0.438782,2.917906,-2.643514,2.275665,0.116184,2.436201,-2.102686,4.07356,-0.697225,1.780766,-1.636775,4.149725,0.402444,0.071846,-2.265464,-0.535451,0.149221,-4.209706,2.969773,-4.073737,1.023682,1.940659,-1.943226,3.458992,1.199101,0.814958,-3.063971,3.880929,-0.899375,-0.743029,-2.211903,3.296053,-2.440846,2.747274,-2.996471,3.2668180000000002,-0.754434,1.878627,-0.513614,0.680295,2.71743,0.099623,-0.875114,0.207512,1.931775,0.048391000000000003,-1.209023,1.42319,0.452424,-1.03176,-2.455477,0.425718,0.755278,-3.413078,-2.919571,0.494394,-0.878849,-3.268452,-2.308051,-0.128456,0.316456,-5.631528,1.403059,-4.736071,0.69668,-3.054574,-2.516676,-1.128852,-0.185163,-2.414957,-2.683159,1.845204,-1.55752,0.177086,-2.999212,4.086118,-0.066828,0.280097,-2.564966,0.752613,-1.040488,-3.523752,-0.885058,-1.338054,-0.870128,-3.67931,0.399505,-2.354495,-0.575215,-0.155122,-0.433001,-0.137624,-0.510644,0.269239,-1.658801,2.388976,2.046607,2.213334,-1.267407,1.965909,-0.363463,-1.76406,0.251335,-1.331878,-0.546897,4.234329,-0.886463,1.305476,-0.479064,1801.463501,1191.480713,900.817871,-445.560669,3.280411,-1.457611,2.936603,-0.573454
stress10,L2,suffix,415_550,-9.975074,3.866639,13.315392,-3.126751,-4.032882,-0.688088,0.072927,-7.467226,-0.218979,-0.402679,-13.140617,-17.033077,2.602103,0.419791,-12.273934,-9.131706,-1.195136,-0.278254,-7.702615,-10.112695,-2.71102,-1.028809,0.888475,-5.500075,1.104783,1.22728,-1.870757,-4.008973,1.404779,1.373762,-8.50479,-6.860386,9.165991,4.598341,-9.97454,-0.065669,4.508472,2.805658,-3.807829,-1.58752,1.09871,1.648754,-0.728644,-1.123027,2.345121,1.068501,0.564231,2.184123,4.853971,3.21837,0.437395,1.073794,6.438102,2.873842,-3.33613,0.516015,6.408566,3.128831,-1.574756,1.194541,5.966495,0.832489,-0.344965,3.550622,3.723791,-0.081367,1.225033,3.173513,2.097482,1.664927,0.265251,2.80693,4.468501,-0.279702,1.119243,2.994812,7.970549,1.241347,-2.274626,7.529009,1.445202,-1.167874,1.723619,2.495638,0.695792,-1.031903,0.881058,1.056581,-1.032282,-1.080985,1.44323,-2.190217,0.895607,-1.975337,2.783164,1.724802,1.045642,-2.819227,1.733365,7.210797,1.577289,-5.008308,3.085787,10.487938,-1.093597,-3.58037,4.808381,7.033817,-3.195845,-3.030973,2.885288,-0.635749,-3.895298,-2.686537,7.157308,2.467627,-0.896696,-4.829419,9.748094,14.102099,-10.35033,1.072494,15.825936,4.121402,-891.159485,-72.816475,-9.462164,-714.007996,-5.712181,-1.946563,4.083055,-2.48778
stress11,L2,suffix,415_550,4.200812,-1.69039,-4.597466,-1.956931,-10.770138,-0.573476,2.468358,-5.25323,-30.755415,-17.51333,-3.491905,-27.098103,-24.61799,-9.556581,-1.655125,-19.393354,-12.785322,-4.358817,1.824436,-10.0705,-2.18047,1.419328,1.405017,1.183613,-3.557155,0.148784,0.843427,-0.148367,-13.341482,-5.382753,-2.986003,-13.536301,-16.102606,-7.544401,-2.03581,-14.07618,-6.372244,-1.32019,1.839506,-3.890069,1.44022,3.022554,1.377796,1.139191,1.739425,3.27997,-0.69005,1.674749,1.082029,1.334115,1.767134,1.713563,-4.920723,-2.093029,0.292168,-2.702057,3.98768,4.610192,3.022667,-0.583307,3.214099,2.451622,1.087467,0.349304,6.414725,2.496912,3.161874,1.831316,5.941379,3.267091,-0.558025,5.15422,10.310052,5.15206,2.242089,5.794285,7.555722,-2.152018,-1.961845,-1.438898,10.00101,5.207071,0.590665,7.036206,4.785229,5.39823,1.352909,5.650166,1.992534,3.652846,1.919474,3.106502,8.416321,5.586037,-0.212109,6.940501,12.351809,2.794449,-0.293779,10.619418,25.71534,7.747157,1.546741,22.445007,19.465021,9.784695,2.599739,16.494232,3.808879,4.379254,-0.147786,5.376777,17.467186,8.651455,-2.357637,14.89791,34.641144,11.94335,4.317045,32.531528,22.478258,-16.068523,-9.392101,9.659541,-1001.809143,143.551163,122.978821,-984.666687,2.848963,3.232142,1.332553,5.171691
stress12,L2,suffix,415_550,1.14787,-1.579184,-0.477039,0.614225,1.424407,-2.186512,1.029239,0.60628,-0.776269,0.950114,1.869537,2.032808,1.786419,2.678769,-3.305066,1.144183,0.369631,-0.899939,1.056146,2.043145,1.412203,-2.084497,0.886572,1.043616,2.644717,-0.728534,2.726805,1.809357,-0.611354,3.124052,2.365061,3.783094,-3.004151,7.38161,3.22831,-2.841022,0.080831,3.286921,3.461329,1.479121,2.848497,0.141444,2.684617,1.265634,2.470331,-0.614542,3.306919,-1.446168,3.308788,3.002855,3.566381,1.201111,0.913116,2.685119,1.913004,1.726539,0.677377,4.089693,4.105039,-0.980922,0.546569,-0.327003,1.055052,-0.346515,0.069665,-0.743981,0.299294,0.016082,1.25016,-2.748889,1.918762,-3.299813,-0.685586,-3.459365,0.346445,0.300269,-1.750808,2.097963,0.101615,2.208427,-0.584357,-3.719562,0.198302,-1.83654,3.006402,-3.457339,2.653033,-1.135957,2.74701,-0.960559,1.792718,0.281828,1.039605,-1.642877,0.339685,-2.198436,1.185423,-3.034116,0.483653,-0.50562,0.284219,0.979542,-2.065647,-2.4462,0.823615,-1.969789,-1.5794570000000001,-0.542299,1.891214,-3.524749,-0.021564,-0.10142,0.621426,3.55012,-0.414396,-1.944105,4.044058,-5.128674,0.421654,1.453152,3.320046,-1.64554,-1.054303,0.478281,165.646088,109.752228,430.746552,-387.407837,1.584987,-3.159859,-1.109976,0.210866
stress13,L2,suffix,415_550,-0.05131,-1.134992,-2.179546,0.801108,-0.6097,-2.394296,-0.441846,2.652884,-6.464199,-1.198578,-1.01217,2.770734,-0.381123,-0.018554,-3.393154,-0.165174,0.778419,-2.928078,-0.643516,2.359564,-1.325161,-5.25857,0.551799,1.966043,-0.726471,-3.607199,1.771525,4.826447,-1.450806,-0.937624,-0.786286,2.059932,1.834873,8.62736,-1.714656,0.481885,0.18873,-0.261108,0.635617,3.991871,-2.585803,-4.573432,0.158794,4.533584,-4.569626,-5.689895,-0.947316,2.871808,-0.961893,-3.468956,0.426763,4.447967,1.756146,2.081318,1.222823,2.529423,0.429548,-0.290625,-0.68781,3.475904,-1.508508,-3.272275,-2.24084,2.396568,-1.248105,-2.113938,-1.935933,2.749361,-3.910039,-5.836356,-2.530438,2.26869,-1.679277,1.085112,-0.840475,2.440272,0.700953,8.53726,1.632716,-1.855084,-3.252458,-4.824425,-0.902206,2.894125,-4.795398,-5.551238,-0.563399,3.046944,-3.160092,-5.155764,0.026183,2.85153,-4.177358,-4.869129,-1.784102,1.106247,-1.550951,-2.242562,-0.748339,-1.151824,0.07544,0.797158,-0.553592,-3.957323,-3.025351,-4.290359,0.912463,-1.651571,-3.394105,-6.624271,1.688206,2.427029,0.661992,-1.880778,-1.008364,-1.339802,0.193198,-2.031048,6.730046,-2.690279,-0.461941,-2.732678,-1.469163,-0.275568,-936.476929,100.287628,249.439285,-601.844299,-0.845275,-5.721539,0.027313,0.457733
stress14,L2,suffix,415_550,-3.069867,4.581397,-2.201176,2.559103,-5.118942,3.076171,-2.950597,3.118521,-11.116443,-2.253025,-0.785709,6.972702,-8.904106,-5.610017,0.862758,6.428875,-6.326928,-0.743452,-2.473516,2.538292,-1.269818,5.511344,-1.883814,1.23998,-2.148458,1.262248,-1.049686,1.513875,-6.530622,-2.455271,0.438654,1.591891,-3.347306,-9.622583,5.820081,0.534901,-2.766008,-2.551928,-1.08932,0.982218,0.44657,0.850625,-0.304827,0.626712,0.791808,-0.951108,2.39413,1.429954,0.087649,-2.206559,1.765566,1.879672,-2.781243,-4.051643,0.399952,1.474134,-1.803918,-3.714533,0.928549,3.016169,-1.751105,-2.98666,0.890318,2.908313,-0.717622,-4.538011,-1.840944,3.123306,-0.4505,-1.79009,1.046596,1.112029,-0.081883,-3.235295,0.032812,-0.425148,3.582213,-9.109392,3.939321,-2.575151,1.37091,0.115837,-3.296136,-1.759035,0.282344,0.269653,-0.069853,1.087248,0.546635,3.582962,0.839569,1.552292,1.239585,2.689802,1.062584,-0.615055,1.317875,-2.994623,1.037885,-0.697773,3.994879,0.043539,4.284641,-0.669168,2.691859,3.691682,1.460336,-2.651664,0.435894,4.986465,-1.814094,0.203076,1.153323,5.427083,0.232622,-1.721582,7.507341,5.9248710000000004,2.5843410000000002,-2.813366,3.865679,9.290668,-0.667565,0.28515,-1158.852661,-70.967392,351.870575,-605.20166,-0.078301,6.243992,-3.253135,0.680083
stress15,L2,suffix,415_550,-4.870275,1.379881,-10.906923,0.972138,-1.155887,2.403935,-4.33813,5.842595,0.375035,5.989,-3.270489,19.754824,2.914891,5.062347,2.358399,15.105676,0.716145,3.540352,-3.622784,10.236598,-1.929276,2.990248,-6.262367,2.32918,-0.638534,4.661433,-6.968579,7.048421,0.073651,4.138632,-2.006444,7.330376,2.229435,-0.314218,6.672614,3.47788,0.225691,3.312569,-4.161779,5.217965,-0.448608,2.571559,-9.277022,4.163165,-0.632064,1.222406,-9.348399,3.388337,0.657284,2.181638,-6.598801,3.617873,-0.252424,1.04804,-2.236715,3.266522,0.76227,0.56912,-2.411459,2.663911,1.318756,0.163937,-2.034065,3.010503,0.601268,-0.871418,-2.722811,0.645977,-1.363079,-0.805824,-5.207088,0.807253,-0.900945,-1.538614,-1.643681,-1.345156,3.033746,-3.916128,12.69974,-3.757453,-2.513308,-0.910062,-3.470005,-3.509836,-0.949032,2.941986,-8.970785,1.377351,-2.345503,1.51022,-8.916848,1.43053,-3.236075,0.747388,-4.683142,-2.137041,-1.000661,-1.986704,-1.019706,-8.175145,1.397066,-0.912713,2.024349,-10.776839,-1.712297,-0.047665,-2.526195,-8.25805,-2.331997,0.659632,-4.177164,-0.322509,-2.55474,-0.726143,-2.92446,-3.890407,1.316406,-0.114157,-1.706568,-14.049671,-4.442848,-4.223924,-11.220684,-2.867707,-1035.696655,108.51844,375.715942,-659.474731,-1.754393,1.410116,-6.457449,0.09319
stress16,L2,suffix,415_550,-21.891739,-2.643631,-5.277186,2.293249,-9.12334,2.598868,-5.415023,-0.255106,-6.466282,0.644051,-2.60862,2.740551,-1.360384,-0.899549,1.112912,3.000427,-2.94786,0.719402,-2.592107,0.94153,-0.786355,1.602105,-4.480064,-0.850021,0.575878,1.792377,-4.283149,1.242391,1.125014,-1.634162,1.632186,1.813696,8.174603,-0.836811,8.084869,2.256805,2.874068,1.594326,-1.499294,2.093581,0.705218,2.634858,-2.253202,1.114857,2.275983,2.063326,-1.084186,3.885815,3.783038,1.660459,-1.426155,2.414988,4.609328,1.108544,0.721635,0.973178,5.898232,2.538405,0.936635,2.663775,6.002517,2.357113,1.644193,3.251041,3.15527,2.330824,-0.223581,0.418128,2.719756,-0.826917,-0.272236,1.602042,2.444037,-0.777823,1.070037,0.474688,7.906859,-1.968108,7.448834,1.817807,1.460167,-2.012623,0.354628,2.253973,0.532806,5.45e-4,-3.028059,2.336706,0.599276,1.356302,-3.126279,-0.245719,0.394852,-0.73082,-1.445103,1.981887,1.081935,-0.889934,1.275771,2.366987,-0.641063,0.415768,0.959115,2.796715,-1.488462,-1.055545,-0.803322,1.737341,-1.843693,0.707525,-4.006334,-1.936085,-5.708081,-0.59131,-2.752458,-0.386235,-5.505841,-0.415804,-0.90091,1.586939,-14.581956,-1.565951,-5.690491,4.395533,-810.316162,23.564772,275.742859,-656.57074,-5.360491,0.934974,-5.177903,-1.358205
